id,title,people,displayDate,medium,dimensions,invno,primaryMedia,locations,description,copyright,classification,bibliography1
5050,Box,Unidentified maker,1840â€“1850,Walnut and tulip,Overall: 6 7/16 x 11 11/16 x 7 15/16 in. (16.4 x 29.7 x 20.2 cm),01.09.20,01-09-20_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 09, SE Corner","A small box set on acorn feet with a hinged lid that lifts to reveal a well and the word ""FRED"" in large capital block letters on the interior of the lid.  There is an inlaid wood design on three sides and the lid of an urn with vines.",,Vessels,
5704,Boy in Sailor Suit,Amedeo Modigliani,1917,Oil on canvas,Overall: 36 1/4 x 23 3/4 in. (92.1 x 60.3 cm),BF369,bf369_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 19, North Wall",A boy in a sailor suit sits in a chair. His hands rest on his knees.,,Paintings,"Catalogue of an Exhibition of Contemporary European Paintings and Sculpture. Philadelphia: The Pennsylvania Academy of the Fine Arts, 1923.Ceroni, Ambrogio. I dipinti di Modigliani. Milan: Rizzoli Editore, 1970, 98, no. 212.De Mazia, Violette. ""Academicism."" Vistas 4, no. 2 (1988-1989): 29, 31-2, pl. 15."
6964,Boy in a Red Vest (Le GarÃ§on au gilet rouge),Paul CÃ©zanne,1888â€“1890,Oil on canvas,Overall: 25 3/4 x 21 1/2 in. (65.4 x 54.6 cm),BF20,bf20_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Main Room, North Wall","A seated boy with shoulder-length brown hair is seen from just below his waist up. He is wearing a red vest, a white shirt with a blue tie, and brown trousers.",,Paintings,"Barnes, Albert C. and Violette de Mazia. The Art of CÃ©zanne. New York: Harcourt, Brace and Company, 1939, 257 ill., cat. data  no. 119.De Mazia, Violette. ""Creative Distortion: III. In Portraiture."" The Barnes Foundation Journal of the Art Department 4, no. 2 (Autumn 1973): 25, pl. 16.Dolkart, Judith F., Martha Lucy, and Derek Gillman. The Barnes Foundation: Masterworks. New York: Skira Rizzoli, 2012: 32-33, 40, 44.Cooper, Douglas [D. Lord]. ""CÃ©zanne's Chronology."" Burlington 98 (December 1956): 449.Figures de CÃ©zanne. Exh. cat. Galerie Vollard. Paris, 1910, cat. no. 12.Gasquet, Joachim. CÃ©zanne. Berlin: Bruno Cassirer, 1930, ill. opp. 92.Gowing, Lawrence. ""Notes on the Development of CÃ©zanne."" Burlington 98, no. 639 (June 1956).Henkels, Herbert. ""CÃ©zanne en Van Gogh in het Rijksmuseum voor Moderne Kunst in Amsterdam: De collectie van Cornelis Hoogendijk (1866-1911)."" Bulletin van het Rijksmuseum 41, nos. 3-4 (1993): fig. 65.Reff, Theodore. ""Painting and Theory in the Final Decade."" In CÃ©zanne: The Late Work. Exh. cat. Museum of Modern Art. New York, 1977.Rewald, John. The Paintings of Paul CÃ©zanne: A Catalogue RaisonnÃ©. 2 vols. New York: Harry N. Abrams, Inc., 1996, no. 656.Venturi, Lionello. CÃ©zanne: son art, son ouevre. 2 vols. Paris: Editions Paul Rosenberg, 1936, no. 683.Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 17 (fig. 5, installation), 114, 115 ill., 117."
6210,Brace,Unidentified maker,18th century,Iron,Overall: 7 1/4 x 2 7/16 x 3/8 in. (18.4 x 6.2 x 1 cm),01.05.24,01-05-24_i3r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 05, South Wall","A slightly concave tulip-shaped brace for reinforcing an iron band on a singletree, which is part of a Conestoga Wagon from Pennsylvania.",,,
6211,Brace,Unidentified maker,18th century,Iron,Overall: 7 3/8 x 2 1/2 x 1/2 in. (18.7 x 6.4 x 1.3 cm),01.05.36,01-05-36_i3r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 05, South Wall","A tulip-shaped brace, slightly concave, for reinforcing an iron band on a singletree, which is part of a Conestoga Wagon.",,,
7152,Brace,Unidentified maker,18thâ€“19th century,Iron,Overall: 11 3/4 x 12 3/4 in. (29.8 x 32.4 cm),01.14.67,,"Barnes Foundation (Philadelphia), Collection Gallery, Room 14, West Wall",A brace with two arms that meet in a square at the bottom.,,,"De Mazia, Violette. ""The Barnes Foundation: The Display of Its Art Collection."" Vistas 2, no. 2 (1981-1983): pl. 56 (installation)."
7934,Brace,Unidentified maker,19th century,Iron,Overall: 7 5/16 x 6 5/8 x 5/8 in. (18.6 x 16.8 x 1.6 cm),01.21.27,01-21-27_i2r.jpg,"Barnes Foundation (Merion), Gallery, G30",A u-shaped brace probably from a wagon with four rivets.,,,
4587,Bracelet,Unidentified maker,c. 1910,"Silver alloy, turquoise",Overall: 2 1/4 x 2 9/16 x 3/4 in. (5.7 x 6.5 x 1.9 cm),A361,a361_i10r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Lower Level, Cabinet 4 Shelf 2, Left","Bracelet with secondary design with die stamps in band and soldered ""D"" shape tabs framing stones.Silver bracelet with two horizontal, oval turquoise stones flanking a center vertical, oval turquoise stone.  On either side of the center stone are two silver beads.  Along the sides of the band is an incised line design.",,Jewelry,
4588,Bracelet,Unidentified maker,c. 1920,"Silver alloy, turquoise",Overall: 1 1/8 x 2 3/4 x 2 7/16 in. (2.9 x 7 x 6.2 cm),A362,a362_i12r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Lower Level, Cabinet 4 Shelf 2, Right","Silver bracelet with two horizontal, oval, turquoise stones and a center teardrop-shaped turquoise stone.  The band is composed of three twisted ropes.",,Jewelry,
4660,Bracelet,Unidentified maker,c. 1910,"Silver alloy, turquoise",Overall: 1 1/16 x 2 7/8 x 2 5/16 in. (2.7 x 7.3 x 5.9 cm),A400,a400_i10r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Lower Level, Cabinet 6 Shelf 2, Right","Silver cuff bracelet with an oval, turquoise stone with silver, scalloped border; band made up of three open strips; on either side of turquoise is an arch with incised line designs",,Jewelry,
4662,Bracelet,Unidentified maker,c. 1920â€“1930,"Silver alloy, turquoise",Overall: 2 1/4 x 1 9/16 x 2 5/8 in. (5.7 x 4 x 6.7 cm),A398,a398_i10r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Lower Level, Cabinet 6 Shelf 2, Left",Cuff bracelet with three twisted strips making up the band; in center is a peso with a heart-shaped turquoise piece attached to the front,,Jewelry,
4667,Bracelet,Unidentified maker,c. 1900,"Silver alloy, turquoise",Overall: 2 1/16 x 1 3/16 x 2 11/16 in. (5.2 x 3 x 6.8 cm),A393,a393_i10r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Lower Level, Cabinet 6 Shelf 1, Left",A bracelet made of hand-twisted wire with soldered end tabs.  The piece has a high-toothed bezel.,,Jewelry,
6380,Bracelet,Unidentified maker,c. 1910â€“1915,"Silver alloy, turquoise",Overall: 2 1/4 x 3 1/16 x 1 7/16 in. (5.7 x 7.8 x 3.7 cm),A61,a61_i9r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, North Wall Cabinet, Top Shelf",A bracelet composed of three silver discs cut from sheet silver attached to twisted wite band by solder with a simple die punch used for decoration of discs. Turquoise stones accent the silver discs.A bracelet with three oval pieces of silver attached to the band. Two of the silver ovals have a turquoise stone in center with four smaller stones and the other oval piece has a turquoise stone in center with six smaller stones.,,Jewelry,
6426,Bracelet,Unidentified maker,c. 1915,"Silver alloy, turquoise",Overall: 2 1/8 x 2 7/8 x 7/8 in. (5.4 x 7.3 x 2.2 cm),A166,a166_i9r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, East Wall Cabinet, Top Shelf","Cuff bracelet with silver beading and seven oval, turquoise stones",,Jewelry,
6461,Bracelet,Unidentified maker,c. 1910,"Silver alloy, turquoise",Overall: 2 x 2 3/4 x 9/16 in. (5.1 x 7 x 1.4 cm),A37,a37_i10r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, North Wall Cabinet, Top Shelf",Silver bracelet with a stamp die and punch used to create geometric band design with turquoise beads.,,Jewelry,
6481,Bracelet,Unidentified maker,c. 1910,"Silver alloy, turquoise",Overall: 2 5/8 x 2 3/4 x 1 in. (6.7 x 7 x 2.5 cm),A190,a190_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, North Wall Cabinet, Bottom Shelf",Bracelet with hand twisted wire held together by terminus bent adn soldered end tabbs.  Die stamping design on secondary sheet silver plate to which bezel and turquoise stone are attached.,,Jewelry,
6484,Bracelet,Unidentified maker,c. 1910â€“1915,"Silver alloy, turquoise",Overall: 2 1/16 x 3 1/4 x 1 5/8 in. (5.2 x 8.3 x 4.1 cm),A88,a88_i8r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, North Wall Cabinet, Bottom Shelf",Cluster bracelet influenced by Zuni designs with a square band tabs to solder band wires together.A silver bracelet with three-flower beaded design seperated by two rows of beads.,,Jewelry,
6644,Bracelet,Unidentified maker,c. 1910â€“1915,"Silver alloy, turquoise",Overall: 2 3/16 x 2 7/8 x 1 13/16 in. (5.6 x 7.3 x 4.6 cm),A40,a40_i9r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 16, North Wall Cabinet, Top Shelf",Silver bracelet with high plain bezel for double square hand cut stones.  Top and bottom rims are formed by cutting away silver in center of bracelet to form ridges.  Heavy die stamping on rim creates impression or wire and bezels are solder on.,,Jewelry,
6718,Bracelet,Unidentified maker,c. 1920s,"Silver alloy, turquoise",Overall: 1 5/16 x 2 1/2 x 2 in. (3.3 x 6.4 x 5.1 cm),A32,a32_i9r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 16, East Wall Cabinet, Bottom Shelf",A bracelet made of a straight band of silver sawed and filed into a scalloped rim with heavy die stamping and punch designs with a center oval turquoise stone.,,Jewelry,
6350,Breton Women in a Meadow (Bretonnes dans un prÃ©),Jean Hugo,1948,Gouache on wove paper,Image: 3 3/4 x 3 3/4 in. (9.5 x 9.5 cm),BF2501,bf2501_i2r.jpg,External Location (),Two women walk in a field with a brick wall and a building in the background.,,Paintings,"Neubauer, Patricia. ""Encounter."" The Barnes Foundation Journal of the Art Department 8, no. 1 (Spring 1977): 70, 72, pl. 90."
5315,"Brooksville, Maine (River & Rocks)",Maurice Brazil Prendergast,c. 1908â€“1913,Oil on wood panel,Overall: 10 5/8 x 13 3/4 in. (27 x 34.9 cm),BF2078,bf2078_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 07, West Wall","A figure stands on rocks at the water's edge.  Another figure is in a boat pulled up to the rocks.",,Paintings,"Clark, Carol, Nancy Mowll Mathews, and Gwendolyn Owens. Maurice Brazil Prendergast, Charles Prendergast: A Catalogue RaisonnÃ©. Williamstown, Mass.: Williams College Museum of Art, 1990, no. 133, 241 ill."
6888,Bust of Male,"Unidentified artist,Inagaki",c. 1920,"Wood, pigment",Overall: 13 3/8 x 8 5/8 x 8 1/2 in. (34 x 21.9 x 21.6 cm)Overall (with mount): 16 5/16 x 8 5/8 x 8 1/2 in. (41.4 x 21.9 x 21.6 cm),A135,a135_i5r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 22, North Wall Cabinet, Top Shelf","A bust of a male with an elongated face, painted eyes, raised marks on the face, and hair pulled back.",,Sculptures,"Clarke, Christa. African Art in the Barnes Foundation: The Triumph of L'Art nÃ¨gre and the Harlem Renaissance. New York: Skira Rizzoli, 2015, 132, 134, pl. 20e.Guillaume, Paul. ""The Triumph of Ancient Negro Art."" Opportunity: A Journal of Negro Life 4.41 (May 1926): 151 ""Baule 19th Century.""Guillaume, Paul and Thomas Munro. Primitive Negro Sculpture. New York: Harcourt, Brace & Company, 1926, pl. 23 ""Ivory Coast head; Baule, XIXth century."""
5785,Bust of Woman in Red (Buste de femme en rouge),Pierre-Auguste Renoir,1905â€“1908,Oil on canvas,Overall: 7 3/8 x 6 1/8 in. (18.8 x 15.6 cm),BF60,bf60_i8r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 05, East Wall","A bust in three-quarter view of a young woman with tied-up brown hair. The woman wears a red shirt, and the background non-descript but is marked with green slashes that frame her head.",,Paintings,"Lucy, Martha and John House. Renoir in the Barnes Foundation. New Haven: Yale University Press, 2012: 256 ill., 332 cat. 147."
5020,Bust of a Woman (Buste de femme),Pierre-Auguste Renoir,c. 1875,Oil on canvas,Overall: 7 7/8 x 5 7/8 in. (20 x 15 cm),BF31,bf31_i6r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 08, South Wall",A bust in profile of a woman dressed in blue. She wears a blue hat with a large feather.,,Paintings,"Barnes, Albert C. and Violette de Mazia. The Art of Renoir. Merion, Pa.: The Barnes Foundation Press, 1935, 60 n, cat. data no. 53.Barnes Foundation Journal of the Art Department 8, no. 2 (Autumn 1977): pl. 14.Catalogue des Tableaux, Pastels, Dessins, Aquarelles; Collection Roger Marx. Auction cat. Galerie Manzi-Joyant. Paris, May 11 and 12, 1914, cat. no. 69. Dauberville, Guy-Patrice et Michel. Renoir: catalogue raisonnÃ© des tableaux, pastels, dessins et aquarelles. Vol. 1. Paris: Ã‰ditions Bernheim-Jeune, 2007, no. 339.Daulte, FranÃ§ois. Auguste Renoir: catalogue raisonnÃ© de l'oeuvre peint. Vol. 1. Lausanne: Ã‰ditions Durand-Ruel, 1971, no. 320.Lucy, Martha and John House. Renoir in the Barnes Foundation. New Haven: Yale University Press, 2012: 245, 246 ill., 328-9 cat. 130. Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 19, fig. 7 (installation), 298, 24n. [It is referred to as ""no. 10.500, Head of a Woman, unidentified""]"
6395,Button,Unidentified maker,c. 1910â€“1920,"Silver alloy, copper alloy",Overall: 1 3/16 x 1 9/16 x 5/16 in. (3 x 4 x 0.8 cm),A115a,a115a&b_i7r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, East Wall Cabinet, Bottom Shelf",Decoration silver sheet.Two oval buttons with incised diamond designs and scalloping around edge,,Jewelry,
6415,Button,Unidentified maker,c. 1910,"Silver alloy, turquoise, copper alloy",Overall: 1 13/16 x 2 3/16 x 3/8 in. (4.6 x 5.6 x 1 cm),A174a,a174a&b_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, East Wall Cabinet, Bottom Shelf",Two buttons made from simple sheet silver cut out with secondary design provided by die stamping.  Center of button is cold hammered repoussÃ© with a turquoise stone.,,Jewelry,
6420,Button,Unidentified maker,c. 1910,"Silver alloy, turquoise, copper alloy",Overall: 1 3/8 x 1 x 7/16 in. (3.5 x 2.5 x 1.1 cm),A200a,a200a&b_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, East Wall Cabinet, Top Shelf",Sandcast  star rosette buttons which are file and saw cut with a circular turquoise pieces in the center.,,Jewelry,
49911,Button,Unidentified maker,c. 1910â€“1920,"Silver alloy, copper alloy",Overall: 1 3/16 x 1 9/16 x 1/4 in. (3 x 4 x 0.6 cm),A115b,a115a&b_i7r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, East Wall Cabinet, Bottom Shelf",Decoration silver sheet.Two oval buttons with incised diamond designs and scalloping around edge,,Jewelry,
49912,Button,Unidentified maker,c. 1910,"Silver alloy, turquoise, copper alloy",Overall: 1 13/16 x 2 3/16 x 3/8 in. (4.6 x 5.6 x 1 cm),A174b,a174a&b_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, East Wall Cabinet, Bottom Shelf",Two buttons made from simple sheet silver cut out with secondary design provided by die stamping.  Center of button is cold hammered repoussÃ© with a turquoise stone.,,Jewelry,
49913,Button,Unidentified maker,c. 1910,"Silver alloy, turquoise, copper alloy",Overall: 1 3/8 x 1 x 7/16 in. (3.5 x 2.5 x 1.1 cm),A200b,a200a&b_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, East Wall Cabinet, Top Shelf",Sandcast  star rosette buttons which are file and saw cut with a circular turquoise pieces in the center.,,Jewelry,
4571,Button Covers,Unidentified maker,c. 1915,"Silver alloy, turquoise, copper alloy",Overall: 1 13/16 x 1 9/16 x 7/16 in. (4.6 x 4 x 1.1 cm),A348,a314&a348_i6r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Lower Level, Cabinet 2 Shelf 2, Right",Silver button cover made from simple die cut silver sheet with arrow die stamps of commercial period and oval turquoise center.,,Jewelry,
6896,Byzantine Figure,Hugh Mesibov,1945â€“1946,Oil pastel over black ink on cardstock mounted to multi-ply paperboard,Overall: 14 x 11 in. (35.6 x 27.9 cm),BF2073,bf2073_i4r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 22, East Wall",A standing female figure in a multicolored dress. A yellow vase set on a small table is at the right.,,Drawings,"Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 21, fig. 8 (installation)."
5804,BÃ©atrice (Portrait de BÃ©atrice Hastings),Amedeo Modigliani,1916,Oil on canvas,Overall: 21 5/8 x 15 3/16 in. (55 x 38.5 cm),BF361,bf361_i4r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 19, South Wall",A woman wearing a black hat with a feather and a gray jacket with a large black button,,Paintings,"Barnes, Albert C. and Violette de Mazia. The Art of CÃ©zanne. New York: Harcourt, Brace and Company, 1939, 141, cat. data no. 359.Brown, Erika Jo and Benjamin Johnson. Beatrice Hastings: On the Life and Work of a Lost Modern Master. Warrensburg, MO: Pleiades Press, 2016.Di San Lazzarro, Gualtieri. Modigliani. Paris: Editions du ChÃªne, 1953, 6.Dolkart, Judith F., Martha Lucy, and Derek Gillman. The Barnes Foundation: Masterworks. New York: Skira Rizzoli, 2012: 274-277, 288, 295.Franchi, Raffaello. ""Amedeo Modigliani."" La Fiera Letteraria (May 27, 1928). Jedlicka, G. Modigliani. Zurich, 1953, pl. 13.Morning, Alice [Beatrice Hastings]. ""Impressions de Paris."" New Age, July 9, 1914: 236.Museo Thyssen-Bornemisza and FundaciÃ³n Caja Madrid, eds. Modigliani y su tiempo. Exh.cat. Museo Thyssen-Bornemisza and FundaciÃ³n Caja Madrid, Madrid, Spain, 2008, 31.Parisot, Christian. Modigliani: Catalogue RaisonnÃ©. Vol. 2. Livorno: Editions Graphis Arte, 1991, no. 11/1916.Pfannstiel, Arthur. Modigliani. Preface by Louis Latourette. Paris, 1929, 10, no. VI.Scheiwiller, Giovanni. Amedeo Modigliani. Arte Moderna Straniera, no. 8. Milan: Libreria Ulrico Hoepli, 1936, pl. 3.---. Amedeo Modigliani. Arte Moderna Italiana, no. 8. Milan, 1942, pl. 3; 1950, pl. 5.---, ed. Amedeo Modligiani. Zurich: Verlag der Arche, 1958, pl. 42.Schmalenbach, Werner. Amedeo Modigliani: Paintings, Sculptures, Drawings. Munich: Prestel-Verlag, 1990, 39, pl. 28.Taguchi, S. Modigliani. Tokyo, 1936, pl. 1.Wayne, Kenneth. Modigliani and the Artists of Montparnasse. Albright-Knox Art Gallery, Buffalo. New York: Harry N. Abrams, 2002: 204-211."
8021,Calipers,Unidentified maker,19th century,Iron,Overall: 14 3/4 x 10 1/2 x 1/2 in. (37.5 x 26.7 x 1.3 cm),01.01.20,01-01-20_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Main Room, North Wall",Calipers with a twisted handle with a circle at the end and a crescent-shaped end which swivels.,,,"De Mazia, Violette. ""The Barnes Foundation: The Display of Its Art Collection."" Vistas 2, no. 2 (1981-1983): pl. 28 (installation)."
6536,Canal and Houses,Unidentified artist,c. 1840,Oil on canvas (later mounted to panel),Overall: 14 1/2 x 19 3/4 in. (36.8 x 50.2 cm),BF574,bf574_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 17, West Wall",Brick buildings flanking a canal with a bridge across it.,,Paintings,"De Mazia, Violette. ""NaÃ¯vetÃ©."" The Barnes Foundation Journal of the Art Department 7, no. 2 (Autumn 1976): 70, pl. 19."
5038,Candle Box,Unidentified maker,1777,Painted pine,Overall (box): 14 1/4 x 6 7/16 x 8 11/16 in. (36.2 x 16.4 x 22.1 cm),01.09.40,01-09-40_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 09, SW Corner",A painted box with a sliding lid. The top and long sides are decorated with tulips and there is a compass star on one end.,,Vessels,"Christensen, Erwin O. The Index of American Design. New York: The Macmillan Company, 1950, no. 8, ill.---. The Index of American Design. New York: The Macmillan Company, 1967, 5, ill. 8.Hornung, Clarence Pearson. Treasury of American Design: A Pictorial Survey of Popular Folk Arts Based Upon Watercolor Renderings in the Index of American Design at the National Gallery of Art. Vol. 2. New York: H. N. Abrams, 1972, 715, no. 2616.Ritz, Gislind M. The Art of Painted Furniture. New York: Van Nostrand Reinhold Company, 1971."
5970,Candle Snuffer,Unidentified maker,18th century,Iron,Overall: 6 1/8 x 15/16 x 1 7/8 in. (15.6 x 2.4 x 4.8 cm),01.11.24,01-11-24_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 11, North Wall",A candle snuffer with plain loop handles.,,,
5971,Candle Snuffer,Unidentified maker,18thâ€“19th century,Iron,Overall: 5 1/2 x 2 x 1 in. (14 x 5.1 x 2.5 cm),01.11.05,01-11-05_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 11, North Wall",A candle snuffer with loop handles.,,,
6186,Candle Snuffer,Unidentified maker,18thâ€“19th century,Iron,Overall: 1 11/16 x 6 1/4 x 2 3/8 in. (4.3 x 15.9 x 6 cm),01.05.54,01-05-54_i3r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 05, West Wall",A candle snuffer with two loop handles and three ball feet under the handles and blades.,,,
5471,Candleholder,Unidentified maker,18th century,Metal,Overall: 58 1/4 x 12 1/2 x 12 1/2 in. (148 x 31.8 x 31.8 cm),01.23.20,01-23-20_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 23, NE Corner","A candleholder from the 18th century or earlier, set on four pad feet.  The skirt around the feet has decorative ironwork hearts.  There is a decorative ironwork ball halfway up the stem.  The rim is funnel-shaped.",,Lighting Devices,
4981,Candlestand,Unidentified maker,20th century,Wood and metal,Overall: 34 1/2 x 17 3/4 x 15 in. (87.6 x 45.1 x 38.1 cm),01.08.55,01-08-55_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 08, South Wall","A candlestand holding two candles on an arm that can screw up and down on the shaft, a round table-top beneath the candles and a round gallery set on three vase-turned legs.",,Furniture,"Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 19, fig. 7 (installation)."
4982,Candlestand,Unidentified maker,20th century,Wood,Overall: 34 x 15 5/8 x 17 3/4 in. (86.4 x 39.7 x 45.1 cm),01.08.42,01-08-42_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 08, South Wall","A candlestand holds two candles on an arm that can screw up and down on the shaft, a round table-top beneath the candles and a round gallery set on three vase-turned legs.",,Furniture,"Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 19, fig. 7 (installation)."
5462,Candlestand,Unidentified maker,18th century,Iron,Overall: 43 3/8 x 13 1/2 x 13 1/4 in. (110.2 x 34.3 x 33.7 cm),01.23.39,01-23-39_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 23, East Wall","A double candlestand on three curved legs and fat pad feet, with a cylindrical shaft topped by a loop and two arms for holding candles.",,Lighting Devices,
5501,Candlestand,Unidentified maker,18th century,Oak and cherry,Overall: 25 7/8 x 20 1/8 x 19 3/4 in. (65.7 x 51.1 x 50.2 cm),01.11.52,01-11-52_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 11, SE Corner","An octagonal-topped candlestand with a vase-turned stem, set on a hexagonal base and three curved legs.",,Furniture,"De Mazia, Violette. ""Transferred Values: Part I--Introduction."" The Barnes Foundation Journal of the Art Department 9, no. 2 (Autumn 1978): 16, pl. 24."
5534,Candlestand,Unidentified maker,18th century,Maple,Overall: 17 3/4 x 28 3/8 x 17 3/4 in. (45.1 x 72.1 x 45.1 cm),01.11.30,01-11-30_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 11, North Wall","A tilt-top candlestand with a plain rim, a birdcage, and three cabriole legs ending in slipper feet.",,Furniture,"De Mazia, Violette. ""Transferred Values: Part I--Introduction."" The Barnes Foundation Journal of the Art Department 9, no. 2 (Autumn 1978): 16, pl. 23."
6334,Candlestand,Unidentified maker,19th century,Wood,Overall: 25 x 18 x 17 1/2 in. (63.5 x 45.7 x 44.5 cm),01.18.116,01-18-116_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 18, West Wall","A candlestand with an octagonal top, a vase-shaped stem set on a thick, round base with three legs.",,Furniture,"De Mazia, Violette. ""The Barnes Foundation: The Display of Its Art Collection."" Vistas 2, no. 2 (1981-1983): pl. 120 (installation).---. ""Academicism."" Vistas 4, no. 2 (1988-1989): pl. 116 (installation)."
6401,Candlestand,Unidentified maker,20th century,Pine,Overall: 26 3/4 x 19 1/2 x 19 1/2 in. (67.9 x 49.5 x 49.5 cm),01.15.37,01-15-37_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, South Wall","A candlestand with a round top set on a thick stem with disk features, x-crossed legs, a cross bar on the stem and four carved supports under the top.",,Furniture,
6409,Candlestand,Unidentified maker,c. 1775,Oak,Overall: 26 3/4 x 15 3/4 x 15 3/4 in. (67.9 x 40 x 40 cm),01.15.26,01-15-26_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, SE Corner",A candlestand with an octagonal top set on an octagonal stem with x-crossed feet.,,Furniture,
4670,Candlestick,Unidentified maker,,Metal,Overall: 14 x 5 7/8 x 6 3/8 in. (35.6 x 14.9 x 16.2 cm),01.02.51b,01-02-51b_i1.jpg,"Barnes Foundation (Philadelphia), Parkway, Conservation Lab","A candlestick set on four twisted legs that support a round base. The stem is oval and vine-like, with curled leaves of metal, and has a wax-catching rim.",,Lighting Devices,"The Barnes Foundation Journal of the Art Department 6, no. 1 (Spring 1975): pl. 96."
4688,Candlestick,Unidentified maker,late 18thâ€“early 19th century,Pewter,Overall: 6 1/4 x 4 in. (15.9 x 10.2 cm),01.02.20a,01-02-20a_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 02, East Wall","A candlestick holder set on a round base with a chasseing design, incising on the shaft and a removable bobeche.",,Lighting Devices,
4689,Candlestick,Unidentified maker,late 18thâ€“early 19th century,Pewter,Overall: 6 1/4 x 4 in. (15.9 x 10.2 cm),01.02.20b,01-02-20b_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 02, East Wall","A candlestick holder set on a round base with a chasseing design, incising on the shaft and a removable bobeche.",,Lighting Devices,
4994,Candlestick,Unidentified maker,1840s,Pewter,Overall: 7 3/4 x 4 1/2 in. (19.7 x 11.4 cm),01.08.17a,01-08-17a_i2.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 08, East Wall","A candlestick holder with a removable bobeche, set on a wide base.  The stem has two disk turnings and a wide rim.",,Lighting Devices,
