type,object,field,message
unused,5156,depth,"Object description has field depth, but that field was not selected for export"
missing,5156,copyright,Object is missing a required field copyright
unused,6075,depth,"Object description has field depth, but that field was not selected for export"
missing,6075,copyright,Object is missing a required field copyright
unused,6601,depth,"Object description has field depth, but that field was not selected for export"
missing,6601,copyright,Object is missing a required field copyright
missing,6601,bibliography1,Object is missing a required field bibliography1
unused,7880,depth,"Object description has field depth, but that field was not selected for export"
unused,7880,height,"Object description has field height, but that field was not selected for export"
missing,7880,primaryMedia,Object is missing a required field primaryMedia
missing,7880,copyright,Object is missing a required field copyright
missing,7880,bibliography1,Object is missing a required field bibliography1
unused,6267,depth,"Object description has field depth, but that field was not selected for export"
missing,6267,copyright,Object is missing a required field copyright
unused,7529,creditline,"Object description has field creditline, but that field was not selected for export"
unused,7529,depth,"Object description has field depth, but that field was not selected for export"
missing,7529,primaryMedia,Object is missing a required field primaryMedia
missing,7529,copyright,Object is missing a required field copyright
unused,5840,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5840,depth,"Object description has field depth, but that field was not selected for export"
missing,5840,primaryMedia,Object is missing a required field primaryMedia
missing,5840,copyright,Object is missing a required field copyright
unused,5826,onview,"Object description has field onview, but that field was not selected for export"
unused,5826,depth,"Object description has field depth, but that field was not selected for export"
missing,5826,copyright,Object is missing a required field copyright
unused,5093,onview,"Object description has field onview, but that field was not selected for export"
unused,5093,depth,"Object description has field depth, but that field was not selected for export"
missing,5093,copyright,Object is missing a required field copyright
unused,7092,creditline,"Object description has field creditline, but that field was not selected for export"
unused,7092,depth,"Object description has field depth, but that field was not selected for export"
missing,7092,copyright,Object is missing a required field copyright
missing,7092,bibliography1,Object is missing a required field bibliography1
unused,4503,depth,"Object description has field depth, but that field was not selected for export"
unused,4503,height,"Object description has field height, but that field was not selected for export"
missing,4503,copyright,Object is missing a required field copyright
missing,4503,bibliography1,Object is missing a required field bibliography1
unused,6433,depth,"Object description has field depth, but that field was not selected for export"
unused,6433,height,"Object description has field height, but that field was not selected for export"
missing,6433,copyright,Object is missing a required field copyright
missing,6433,bibliography1,Object is missing a required field bibliography1
unused,5261,onview,"Object description has field onview, but that field was not selected for export"
unused,5261,depth,"Object description has field depth, but that field was not selected for export"
unused,5261,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
unused,5261,height,"Object description has field height, but that field was not selected for export"
missing,5261,copyright,Object is missing a required field copyright
unused,5294,onview,"Object description has field onview, but that field was not selected for export"
unused,5294,depth,"Object description has field depth, but that field was not selected for export"
unused,5294,height,"Object description has field height, but that field was not selected for export"
missing,5294,copyright,Object is missing a required field copyright
unused,5476,depth,"Object description has field depth, but that field was not selected for export"
unused,5476,height,"Object description has field height, but that field was not selected for export"
missing,5476,copyright,Object is missing a required field copyright
missing,5476,bibliography1,Object is missing a required field bibliography1
unused,8169,depth,"Object description has field depth, but that field was not selected for export"
unused,8169,height,"Object description has field height, but that field was not selected for export"
missing,8169,copyright,Object is missing a required field copyright
missing,8169,bibliography1,Object is missing a required field bibliography1
unused,6535,depth,"Object description has field depth, but that field was not selected for export"
missing,6535,copyright,Object is missing a required field copyright
unused,7509,width,"Object description has field width, but that field was not selected for export"
unused,7509,height,"Object description has field height, but that field was not selected for export"
missing,7509,copyright,Object is missing a required field copyright
unused,7475,depth,"Object description has field depth, but that field was not selected for export"
unused,7475,height,"Object description has field height, but that field was not selected for export"
missing,7475,copyright,Object is missing a required field copyright
unused,5272,depth,"Object description has field depth, but that field was not selected for export"
unused,5272,height,"Object description has field height, but that field was not selected for export"
missing,5272,copyright,Object is missing a required field copyright
unused,7440,depth,"Object description has field depth, but that field was not selected for export"
unused,7440,height,"Object description has field height, but that field was not selected for export"
missing,7440,copyright,Object is missing a required field copyright
missing,7440,bibliography1,Object is missing a required field bibliography1
unused,5883,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5883,depth,"Object description has field depth, but that field was not selected for export"
missing,5883,copyright,Object is missing a required field copyright
missing,5883,bibliography1,Object is missing a required field bibliography1
unused,6944,depth,"Object description has field depth, but that field was not selected for export"
missing,6944,copyright,Object is missing a required field copyright
missing,6944,bibliography1,Object is missing a required field bibliography1
unused,5013,depth,"Object description has field depth, but that field was not selected for export"
missing,5013,copyright,Object is missing a required field copyright
unused,6965,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6965,depth,"Object description has field depth, but that field was not selected for export"
unused,6965,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,6965,copyright,Object is missing a required field copyright
unused,6453,depth,"Object description has field depth, but that field was not selected for export"
missing,6453,copyright,Object is missing a required field copyright
missing,6453,bibliography1,Object is missing a required field bibliography1
unused,6454,depth,"Object description has field depth, but that field was not selected for export"
missing,6454,copyright,Object is missing a required field copyright
missing,6454,bibliography1,Object is missing a required field bibliography1
unused,4916,onview,"Object description has field onview, but that field was not selected for export"
unused,4916,depth,"Object description has field depth, but that field was not selected for export"
unused,4916,height,"Object description has field height, but that field was not selected for export"
missing,4916,copyright,Object is missing a required field copyright
missing,4916,classification,Object is missing a required field classification
missing,4916,bibliography1,Object is missing a required field bibliography1
unused,4918,onview,"Object description has field onview, but that field was not selected for export"
unused,4918,width,"Object description has field width, but that field was not selected for export"
unused,4918,height,"Object description has field height, but that field was not selected for export"
missing,4918,copyright,Object is missing a required field copyright
missing,4918,classification,Object is missing a required field classification
unused,7642,onview,"Object description has field onview, but that field was not selected for export"
unused,7642,depth,"Object description has field depth, but that field was not selected for export"
unused,7642,height,"Object description has field height, but that field was not selected for export"
missing,7642,copyright,Object is missing a required field copyright
missing,7642,classification,Object is missing a required field classification
missing,7642,bibliography1,Object is missing a required field bibliography1
unused,6516,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6516,depth,"Object description has field depth, but that field was not selected for export"
missing,6516,copyright,Object is missing a required field copyright
unused,8137,depth,"Object description has field depth, but that field was not selected for export"
missing,8137,copyright,Object is missing a required field copyright
missing,8137,bibliography1,Object is missing a required field bibliography1
unused,6364,depth,"Object description has field depth, but that field was not selected for export"
missing,6364,copyright,Object is missing a required field copyright
unused,6176,onview,"Object description has field onview, but that field was not selected for export"
unused,6176,depth,"Object description has field depth, but that field was not selected for export"
unused,6176,height,"Object description has field height, but that field was not selected for export"
missing,6176,copyright,Object is missing a required field copyright
missing,6176,bibliography1,Object is missing a required field bibliography1
unused,6134,onview,"Object description has field onview, but that field was not selected for export"
unused,6134,depth,"Object description has field depth, but that field was not selected for export"
unused,6134,height,"Object description has field height, but that field was not selected for export"
missing,6134,copyright,Object is missing a required field copyright
missing,6134,bibliography1,Object is missing a required field bibliography1
unused,6947,depth,"Object description has field depth, but that field was not selected for export"
missing,6947,copyright,Object is missing a required field copyright
unused,6474,depth,"Object description has field depth, but that field was not selected for export"
missing,6474,copyright,Object is missing a required field copyright
unused,6279,depth,"Object description has field depth, but that field was not selected for export"
unused,6569,depth,"Object description has field depth, but that field was not selected for export"
unused,5622,onview,"Object description has field onview, but that field was not selected for export"
unused,5622,width,"Object description has field width, but that field was not selected for export"
unused,5622,height,"Object description has field height, but that field was not selected for export"
missing,5622,copyright,Object is missing a required field copyright
missing,5622,classification,Object is missing a required field classification
missing,5622,bibliography1,Object is missing a required field bibliography1
unused,6357,depth,"Object description has field depth, but that field was not selected for export"
missing,6357,copyright,Object is missing a required field copyright
unused,5498,onview,"Object description has field onview, but that field was not selected for export"
unused,5498,depth,"Object description has field depth, but that field was not selected for export"
unused,5498,height,"Object description has field height, but that field was not selected for export"
missing,5498,copyright,Object is missing a required field copyright
missing,5498,bibliography1,Object is missing a required field bibliography1
unused,5554,onview,"Object description has field onview, but that field was not selected for export"
unused,5554,depth,"Object description has field depth, but that field was not selected for export"
unused,5554,height,"Object description has field height, but that field was not selected for export"
missing,5554,copyright,Object is missing a required field copyright
missing,5554,bibliography1,Object is missing a required field bibliography1
unused,3080,depth,"Object description has field depth, but that field was not selected for export"
missing,3080,copyright,Object is missing a required field copyright
missing,3080,bibliography1,Object is missing a required field bibliography1
unused,4188,depth,"Object description has field depth, but that field was not selected for export"
unused,4188,height,"Object description has field height, but that field was not selected for export"
missing,4188,copyright,Object is missing a required field copyright
missing,4188,bibliography1,Object is missing a required field bibliography1
unused,5041,onview,"Object description has field onview, but that field was not selected for export"
unused,5041,depth,"Object description has field depth, but that field was not selected for export"
unused,5041,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,5041,copyright,Object is missing a required field copyright
missing,5041,bibliography1,Object is missing a required field bibliography1
unused,5278,depth,"Object description has field depth, but that field was not selected for export"
missing,5278,copyright,Object is missing a required field copyright
unused,7862,depth,"Object description has field depth, but that field was not selected for export"
missing,7862,copyright,Object is missing a required field copyright
missing,7862,bibliography1,Object is missing a required field bibliography1
unused,5440,depth,"Object description has field depth, but that field was not selected for export"
missing,5440,copyright,Object is missing a required field copyright
unused,5022,onview,"Object description has field onview, but that field was not selected for export"
unused,5022,depth,"Object description has field depth, but that field was not selected for export"
missing,5022,copyright,Object is missing a required field copyright
missing,5022,bibliography1,Object is missing a required field bibliography1
unused,4727,onview,"Object description has field onview, but that field was not selected for export"
unused,4727,depth,"Object description has field depth, but that field was not selected for export"
unused,4727,height,"Object description has field height, but that field was not selected for export"
missing,4727,copyright,Object is missing a required field copyright
unused,4739,onview,"Object description has field onview, but that field was not selected for export"
unused,4739,depth,"Object description has field depth, but that field was not selected for export"
unused,4739,height,"Object description has field height, but that field was not selected for export"
missing,4739,copyright,Object is missing a required field copyright
unused,5454,depth,"Object description has field depth, but that field was not selected for export"
missing,5454,copyright,Object is missing a required field copyright
unused,5828,depth,"Object description has field depth, but that field was not selected for export"
missing,5828,copyright,Object is missing a required field copyright
missing,5828,bibliography1,Object is missing a required field bibliography1
unused,5660,depth,"Object description has field depth, but that field was not selected for export"
missing,5660,primaryMedia,Object is missing a required field primaryMedia
missing,5660,copyright,Object is missing a required field copyright
unused,5801,depth,"Object description has field depth, but that field was not selected for export"
unused,5801,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,5801,copyright,Object is missing a required field copyright
unused,5216,onview,"Object description has field onview, but that field was not selected for export"
unused,5216,depth,"Object description has field depth, but that field was not selected for export"
missing,5216,copyright,Object is missing a required field copyright
unused,4511,depth,"Object description has field depth, but that field was not selected for export"
unused,4511,height,"Object description has field height, but that field was not selected for export"
missing,4511,copyright,Object is missing a required field copyright
missing,4511,bibliography1,Object is missing a required field bibliography1
unused,4565,depth,"Object description has field depth, but that field was not selected for export"
unused,4565,height,"Object description has field height, but that field was not selected for export"
missing,4565,copyright,Object is missing a required field copyright
missing,4565,bibliography1,Object is missing a required field bibliography1
unused,4578,depth,"Object description has field depth, but that field was not selected for export"
unused,4578,height,"Object description has field height, but that field was not selected for export"
missing,4578,copyright,Object is missing a required field copyright
missing,4578,bibliography1,Object is missing a required field bibliography1
unused,4582,depth,"Object description has field depth, but that field was not selected for export"
unused,4582,height,"Object description has field height, but that field was not selected for export"
missing,4582,copyright,Object is missing a required field copyright
missing,4582,bibliography1,Object is missing a required field bibliography1
unused,4583,depth,"Object description has field depth, but that field was not selected for export"
unused,4583,height,"Object description has field height, but that field was not selected for export"
missing,4583,copyright,Object is missing a required field copyright
missing,4583,bibliography1,Object is missing a required field bibliography1
unused,6389,depth,"Object description has field depth, but that field was not selected for export"
unused,6389,height,"Object description has field height, but that field was not selected for export"
missing,6389,copyright,Object is missing a required field copyright
missing,6389,bibliography1,Object is missing a required field bibliography1
unused,6414,depth,"Object description has field depth, but that field was not selected for export"
unused,6414,height,"Object description has field height, but that field was not selected for export"
missing,6414,copyright,Object is missing a required field copyright
missing,6414,bibliography1,Object is missing a required field bibliography1
unused,6430,depth,"Object description has field depth, but that field was not selected for export"
unused,6430,height,"Object description has field height, but that field was not selected for export"
missing,6430,copyright,Object is missing a required field copyright
missing,6430,bibliography1,Object is missing a required field bibliography1
unused,6688,depth,"Object description has field depth, but that field was not selected for export"
unused,6688,height,"Object description has field height, but that field was not selected for export"
missing,6688,copyright,Object is missing a required field copyright
missing,6688,bibliography1,Object is missing a required field bibliography1
unused,6851,depth,"Object description has field depth, but that field was not selected for export"
unused,6851,height,"Object description has field height, but that field was not selected for export"
missing,6851,copyright,Object is missing a required field copyright
missing,6851,bibliography1,Object is missing a required field bibliography1
unused,7007,depth,"Object description has field depth, but that field was not selected for export"
missing,7007,copyright,Object is missing a required field copyright
unused,5068,depth,"Object description has field depth, but that field was not selected for export"
missing,5068,copyright,Object is missing a required field copyright
unused,8170,depth,"Object description has field depth, but that field was not selected for export"
unused,8170,height,"Object description has field height, but that field was not selected for export"
missing,8170,copyright,Object is missing a required field copyright
unused,5781,depth,"Object description has field depth, but that field was not selected for export"
missing,5781,copyright,Object is missing a required field copyright
unused,8095,creditline,"Object description has field creditline, but that field was not selected for export"
unused,8095,depth,"Object description has field depth, but that field was not selected for export"
unused,8095,height,"Object description has field height, but that field was not selected for export"
missing,8095,copyright,Object is missing a required field copyright
missing,8095,bibliography1,Object is missing a required field bibliography1
unused,3564,depth,"Object description has field depth, but that field was not selected for export"
missing,3564,copyright,Object is missing a required field copyright
missing,3564,bibliography1,Object is missing a required field bibliography1
unused,8159,depth,"Object description has field depth, but that field was not selected for export"
unused,8159,height,"Object description has field height, but that field was not selected for export"
missing,8159,copyright,Object is missing a required field copyright
missing,8159,bibliography1,Object is missing a required field bibliography1
unused,6376,depth,"Object description has field depth, but that field was not selected for export"
missing,6376,copyright,Object is missing a required field copyright
missing,6376,bibliography1,Object is missing a required field bibliography1
unused,6587,depth,"Object description has field depth, but that field was not selected for export"
missing,6587,copyright,Object is missing a required field copyright
unused,7867,depth,"Object description has field depth, but that field was not selected for export"
missing,7867,copyright,Object is missing a required field copyright
missing,7867,bibliography1,Object is missing a required field bibliography1
unused,5421,depth,"Object description has field depth, but that field was not selected for export"
unused,6185,width,"Object description has field width, but that field was not selected for export"
unused,6185,height,"Object description has field height, but that field was not selected for export"
missing,6185,copyright,Object is missing a required field copyright
missing,6185,classification,Object is missing a required field classification
missing,6185,bibliography1,Object is missing a required field bibliography1
unused,7114,depth,"Object description has field depth, but that field was not selected for export"
unused,7114,height,"Object description has field height, but that field was not selected for export"
missing,7114,copyright,Object is missing a required field copyright
missing,7114,classification,Object is missing a required field classification
missing,7114,bibliography1,Object is missing a required field bibliography1
unused,4884,onview,"Object description has field onview, but that field was not selected for export"
unused,4884,height,"Object description has field height, but that field was not selected for export"
missing,4884,copyright,Object is missing a required field copyright
missing,4884,classification,Object is missing a required field classification
missing,4884,bibliography1,Object is missing a required field bibliography1
unused,7304,depth,"Object description has field depth, but that field was not selected for export"
unused,7304,height,"Object description has field height, but that field was not selected for export"
missing,7304,copyright,Object is missing a required field copyright
missing,7304,classification,Object is missing a required field classification
unused,7306,width,"Object description has field width, but that field was not selected for export"
unused,7306,height,"Object description has field height, but that field was not selected for export"
missing,7306,copyright,Object is missing a required field copyright
missing,7306,classification,Object is missing a required field classification
unused,7843,onview,"Object description has field onview, but that field was not selected for export"
unused,7843,depth,"Object description has field depth, but that field was not selected for export"
unused,7843,height,"Object description has field height, but that field was not selected for export"
missing,7843,copyright,Object is missing a required field copyright
missing,7843,classification,Object is missing a required field classification
missing,7843,bibliography1,Object is missing a required field bibliography1
unused,7844,onview,"Object description has field onview, but that field was not selected for export"
unused,7844,width,"Object description has field width, but that field was not selected for export"
unused,7844,height,"Object description has field height, but that field was not selected for export"
missing,7844,copyright,Object is missing a required field copyright
missing,7844,classification,Object is missing a required field classification
missing,7844,bibliography1,Object is missing a required field bibliography1
unused,4962,onview,"Object description has field onview, but that field was not selected for export"
unused,4962,width,"Object description has field width, but that field was not selected for export"
unused,4962,height,"Object description has field height, but that field was not selected for export"
missing,4962,copyright,Object is missing a required field copyright
missing,4962,classification,Object is missing a required field classification
missing,4962,bibliography1,Object is missing a required field bibliography1
unused,8032,onview,"Object description has field onview, but that field was not selected for export"
unused,8032,depth,"Object description has field depth, but that field was not selected for export"
missing,8032,copyright,Object is missing a required field copyright
missing,8032,classification,Object is missing a required field classification
unused,8074,depth,"Object description has field depth, but that field was not selected for export"
unused,8074,height,"Object description has field height, but that field was not selected for export"
missing,8074,copyright,Object is missing a required field copyright
missing,8074,classification,Object is missing a required field classification
missing,8074,bibliography1,Object is missing a required field bibliography1
unused,8075,depth,"Object description has field depth, but that field was not selected for export"
unused,8075,height,"Object description has field height, but that field was not selected for export"
missing,8075,copyright,Object is missing a required field copyright
missing,8075,classification,Object is missing a required field classification
missing,8075,bibliography1,Object is missing a required field bibliography1
unused,5984,width,"Object description has field width, but that field was not selected for export"
unused,5984,onview,"Object description has field onview, but that field was not selected for export"
missing,5984,copyright,Object is missing a required field copyright
missing,5984,classification,Object is missing a required field classification
missing,5984,bibliography1,Object is missing a required field bibliography1
unused,4955,onview,"Object description has field onview, but that field was not selected for export"
unused,4955,width,"Object description has field width, but that field was not selected for export"
unused,4955,height,"Object description has field height, but that field was not selected for export"
missing,4955,copyright,Object is missing a required field copyright
missing,4955,classification,Object is missing a required field classification
missing,4955,bibliography1,Object is missing a required field bibliography1
unused,6922,depth,"Object description has field depth, but that field was not selected for export"
missing,6922,copyright,Object is missing a required field copyright
missing,6922,bibliography1,Object is missing a required field bibliography1
unused,4790,depth,"Object description has field depth, but that field was not selected for export"
unused,4790,width,"Object description has field width, but that field was not selected for export"
missing,4790,copyright,Object is missing a required field copyright
missing,4790,bibliography1,Object is missing a required field bibliography1
unused,4792,depth,"Object description has field depth, but that field was not selected for export"
unused,4792,width,"Object description has field width, but that field was not selected for export"
missing,4792,copyright,Object is missing a required field copyright
missing,4792,bibliography1,Object is missing a required field bibliography1
unused,4794,depth,"Object description has field depth, but that field was not selected for export"
unused,4794,width,"Object description has field width, but that field was not selected for export"
missing,4794,copyright,Object is missing a required field copyright
missing,4794,bibliography1,Object is missing a required field bibliography1
unused,4690,depth,"Object description has field depth, but that field was not selected for export"
unused,4690,height,"Object description has field height, but that field was not selected for export"
missing,4690,copyright,Object is missing a required field copyright
missing,4690,bibliography1,Object is missing a required field bibliography1
unused,5033,depth,"Object description has field depth, but that field was not selected for export"
unused,5033,height,"Object description has field height, but that field was not selected for export"
missing,5033,copyright,Object is missing a required field copyright
missing,5033,bibliography1,Object is missing a required field bibliography1
unused,5263,depth,"Object description has field depth, but that field was not selected for export"
unused,5263,height,"Object description has field height, but that field was not selected for export"
missing,5263,copyright,Object is missing a required field copyright
unused,5429,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5429,depth,"Object description has field depth, but that field was not selected for export"
missing,5429,copyright,Object is missing a required field copyright
unused,4762,depth,"Object description has field depth, but that field was not selected for export"
missing,4762,copyright,Object is missing a required field copyright
unused,5838,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5838,depth,"Object description has field depth, but that field was not selected for export"
missing,5838,copyright,Object is missing a required field copyright
unused,6715,depth,"Object description has field depth, but that field was not selected for export"
missing,6715,copyright,Object is missing a required field copyright
missing,6715,bibliography1,Object is missing a required field bibliography1
unused,27714,depth,"Object description has field depth, but that field was not selected for export"
missing,27714,primaryMedia,Object is missing a required field primaryMedia
missing,27714,copyright,Object is missing a required field copyright
unused,6348,depth,"Object description has field depth, but that field was not selected for export"
missing,6348,copyright,Object is missing a required field copyright
missing,6348,bibliography1,Object is missing a required field bibliography1
unused,5793,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5793,depth,"Object description has field depth, but that field was not selected for export"
missing,5793,copyright,Object is missing a required field copyright
unused,8109,depth,"Object description has field depth, but that field was not selected for export"
unused,8109,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
unused,8109,height,"Object description has field height, but that field was not selected for export"
missing,8109,copyright,Object is missing a required field copyright
unused,4843,onview,"Object description has field onview, but that field was not selected for export"
unused,4843,depth,"Object description has field depth, but that field was not selected for export"
unused,4843,height,"Object description has field height, but that field was not selected for export"
missing,4843,copyright,Object is missing a required field copyright
missing,4843,classification,Object is missing a required field classification
missing,4843,bibliography1,Object is missing a required field bibliography1
unused,6155,onview,"Object description has field onview, but that field was not selected for export"
unused,6155,depth,"Object description has field depth, but that field was not selected for export"
unused,6155,height,"Object description has field height, but that field was not selected for export"
missing,6155,copyright,Object is missing a required field copyright
missing,6155,classification,Object is missing a required field classification
missing,6155,bibliography1,Object is missing a required field bibliography1
unused,6175,onview,"Object description has field onview, but that field was not selected for export"
unused,6175,depth,"Object description has field depth, but that field was not selected for export"
unused,6175,height,"Object description has field height, but that field was not selected for export"
missing,6175,copyright,Object is missing a required field copyright
missing,6175,classification,Object is missing a required field classification
missing,6175,bibliography1,Object is missing a required field bibliography1
unused,7411,onview,"Object description has field onview, but that field was not selected for export"
unused,7411,width,"Object description has field width, but that field was not selected for export"
unused,7411,height,"Object description has field height, but that field was not selected for export"
missing,7411,copyright,Object is missing a required field copyright
missing,7411,classification,Object is missing a required field classification
unused,7412,onview,"Object description has field onview, but that field was not selected for export"
unused,7412,depth,"Object description has field depth, but that field was not selected for export"
unused,7412,height,"Object description has field height, but that field was not selected for export"
missing,7412,copyright,Object is missing a required field copyright
missing,7412,classification,Object is missing a required field classification
unused,4803,onview,"Object description has field onview, but that field was not selected for export"
unused,4803,depth,"Object description has field depth, but that field was not selected for export"
unused,4803,height,"Object description has field height, but that field was not selected for export"
missing,4803,copyright,Object is missing a required field copyright
missing,4803,classification,Object is missing a required field classification
missing,4803,bibliography1,Object is missing a required field bibliography1
unused,4834,onview,"Object description has field onview, but that field was not selected for export"
unused,4834,width,"Object description has field width, but that field was not selected for export"
unused,4834,height,"Object description has field height, but that field was not selected for export"
missing,4834,copyright,Object is missing a required field copyright
missing,4834,classification,Object is missing a required field classification
missing,4834,bibliography1,Object is missing a required field bibliography1
unused,4891,onview,"Object description has field onview, but that field was not selected for export"
unused,4891,depth,"Object description has field depth, but that field was not selected for export"
unused,4891,height,"Object description has field height, but that field was not selected for export"
missing,4891,copyright,Object is missing a required field copyright
missing,4891,classification,Object is missing a required field classification
missing,4891,bibliography1,Object is missing a required field bibliography1
unused,4892,onview,"Object description has field onview, but that field was not selected for export"
unused,4892,depth,"Object description has field depth, but that field was not selected for export"
unused,4892,height,"Object description has field height, but that field was not selected for export"
missing,4892,copyright,Object is missing a required field copyright
missing,4892,classification,Object is missing a required field classification
missing,4892,bibliography1,Object is missing a required field bibliography1
unused,4893,onview,"Object description has field onview, but that field was not selected for export"
unused,4893,width,"Object description has field width, but that field was not selected for export"
unused,4893,height,"Object description has field height, but that field was not selected for export"
missing,4893,copyright,Object is missing a required field copyright
missing,4893,classification,Object is missing a required field classification
missing,4893,bibliography1,Object is missing a required field bibliography1
unused,4935,onview,"Object description has field onview, but that field was not selected for export"
unused,4935,width,"Object description has field width, but that field was not selected for export"
unused,4935,height,"Object description has field height, but that field was not selected for export"
missing,4935,copyright,Object is missing a required field copyright
missing,4935,classification,Object is missing a required field classification
missing,4935,bibliography1,Object is missing a required field bibliography1
unused,4936,onview,"Object description has field onview, but that field was not selected for export"
unused,4936,width,"Object description has field width, but that field was not selected for export"
unused,4936,height,"Object description has field height, but that field was not selected for export"
missing,4936,copyright,Object is missing a required field copyright
missing,4936,classification,Object is missing a required field classification
missing,4936,bibliography1,Object is missing a required field bibliography1
unused,7404,onview,"Object description has field onview, but that field was not selected for export"
unused,7404,depth,"Object description has field depth, but that field was not selected for export"
unused,7404,height,"Object description has field height, but that field was not selected for export"
missing,7404,copyright,Object is missing a required field copyright
missing,7404,classification,Object is missing a required field classification
missing,7404,bibliography1,Object is missing a required field bibliography1
unused,7405,onview,"Object description has field onview, but that field was not selected for export"
unused,7405,width,"Object description has field width, but that field was not selected for export"
unused,7405,height,"Object description has field height, but that field was not selected for export"
missing,7405,copyright,Object is missing a required field copyright
missing,7405,classification,Object is missing a required field classification
missing,7405,bibliography1,Object is missing a required field bibliography1
unused,7408,onview,"Object description has field onview, but that field was not selected for export"
unused,7408,width,"Object description has field width, but that field was not selected for export"
unused,7408,height,"Object description has field height, but that field was not selected for export"
missing,7408,copyright,Object is missing a required field copyright
missing,7408,classification,Object is missing a required field classification
missing,7408,bibliography1,Object is missing a required field bibliography1
unused,7409,onview,"Object description has field onview, but that field was not selected for export"
unused,7409,width,"Object description has field width, but that field was not selected for export"
unused,7409,height,"Object description has field height, but that field was not selected for export"
missing,7409,copyright,Object is missing a required field copyright
missing,7409,classification,Object is missing a required field classification
missing,7409,bibliography1,Object is missing a required field bibliography1
unused,7910,onview,"Object description has field onview, but that field was not selected for export"
unused,7910,width,"Object description has field width, but that field was not selected for export"
unused,7910,height,"Object description has field height, but that field was not selected for export"
missing,7910,copyright,Object is missing a required field copyright
missing,7910,classification,Object is missing a required field classification
missing,7910,bibliography1,Object is missing a required field bibliography1
unused,8014,onview,"Object description has field onview, but that field was not selected for export"
unused,8014,width,"Object description has field width, but that field was not selected for export"
unused,8014,height,"Object description has field height, but that field was not selected for export"
missing,8014,copyright,Object is missing a required field copyright
missing,8014,classification,Object is missing a required field classification
unused,8026,onview,"Object description has field onview, but that field was not selected for export"
unused,8026,width,"Object description has field width, but that field was not selected for export"
unused,8026,height,"Object description has field height, but that field was not selected for export"
missing,8026,copyright,Object is missing a required field copyright
missing,8026,classification,Object is missing a required field classification
unused,8027,onview,"Object description has field onview, but that field was not selected for export"
unused,8027,width,"Object description has field width, but that field was not selected for export"
unused,8027,height,"Object description has field height, but that field was not selected for export"
missing,8027,copyright,Object is missing a required field copyright
missing,8027,classification,Object is missing a required field classification
unused,8036,onview,"Object description has field onview, but that field was not selected for export"
unused,8036,width,"Object description has field width, but that field was not selected for export"
unused,8036,height,"Object description has field height, but that field was not selected for export"
missing,8036,copyright,Object is missing a required field copyright
missing,8036,classification,Object is missing a required field classification
unused,8037,onview,"Object description has field onview, but that field was not selected for export"
unused,8037,width,"Object description has field width, but that field was not selected for export"
unused,8037,height,"Object description has field height, but that field was not selected for export"
missing,8037,copyright,Object is missing a required field copyright
missing,8037,classification,Object is missing a required field classification
unused,8038,onview,"Object description has field onview, but that field was not selected for export"
unused,8038,width,"Object description has field width, but that field was not selected for export"
unused,8038,height,"Object description has field height, but that field was not selected for export"
missing,8038,copyright,Object is missing a required field copyright
missing,8038,classification,Object is missing a required field classification
unused,8048,onview,"Object description has field onview, but that field was not selected for export"
unused,8048,width,"Object description has field width, but that field was not selected for export"
unused,8048,height,"Object description has field height, but that field was not selected for export"
missing,8048,copyright,Object is missing a required field copyright
missing,8048,classification,Object is missing a required field classification
missing,8048,bibliography1,Object is missing a required field bibliography1
unused,8050,onview,"Object description has field onview, but that field was not selected for export"
